Rechnung_ID,Produktart,Produkthersteller,Kaufdatum,Anzahl,Preis,Kunden_ID,Alter,Geschlecht,Wohnort,Kanalpräferenz,Rabattnutzung
R88170000,Kühlschrank,Exquisit,2016-12-27,1,347.29,8817,28,Männlich,Leiferde,Online_Desktop,Ja
R88170000,In-Ear Kopfhörer,Samsung,2016-12-27,1,91.09,8817,28,Männlich,Leiferde,Online_Desktop,Nein
R88170000,Kabel,,2016-12-27,1,42.31,8817,28,Männlich,Leiferde,Online_Desktop,Ja
R88170000,Kabel,,2016-12-27,1,119.18,8817,28,Männlich,Leiferde,Online_Desktop,Ja
R88180000,Wasserkocher,Philips,2016-06-19,1,65.69,8818,60,Weiblich,Seesen,Store,Nein
R88180004,PC-Spiel,Microsoft,2016-05-17,1,35.0,8818,60,Weiblich,Seesen,Online_Desktop,Nein
R88180003,Massagegerät,Lacamax,2016-12-11,1,1032.49,8818,60,Weiblich,Seesen,Online_Desktop,Nein
R88180001,Mikrowelle,LG,2016-11-07,1,343.29,8818,60,Weiblich,Seesen,Online_Desktop,Nein
R88180003,Mikrowelle,Panasonic,2016-12-11,1,161.39,8818,60,Weiblich,Seesen,Online_Desktop,Ja
R88180002,Smart-TV,Siemens,2016-05-15,1,1422.0,8818,60,Weiblich,Seesen,Online_App,Ja
R88180001,Spielkonsole,Nintendo,2016-11-07,1,633.99,8818,60,Weiblich,Seesen,Online_Desktop,Nein
R88200001,Kabel,,2016-12-11,1,57.53,8820,26,Männlich,Hodenhagen,Store,Ja
R88200000,Tablet,Samsung,2016-08-15,2,421.0,8820,26,Männlich,Hodenhagen,Online_App,Nein
R88200001,Spiegelreflexkamera,Panasonic,2016-12-11,1,441.79,8820,26,Männlich,Hodenhagen,Store,Nein
R88200001,Bügeleisen,Philips,2016-12-11,1,286.61,8820,26,Männlich,Hodenhagen,Store,Nein
R88210000,Mikrowelle,Samsung,2016-07-29,1,118.99,8821,57,Männlich,Peine,Store,Nein
R88210000,Massagegerät,Beurer,2016-07-29,1,1311.69,8821,57,Männlich,Peine,Store,Nein
R88210000,Bluetooth Kopfhörer,Philips,2016-07-29,2,454.19,8821,57,Männlich,Peine,Store,Ja
R88220000,Gaming-Laptop,Apple,2016-10-23,1,1177.49,8822,23,Weiblich,Langenhagen,Online_App,Ja
R88220001,Kaffeevollautomat,Philips,2016-07-13,1,1180.0,8822,23,Weiblich,Langenhagen,Online_App,Ja
R88220001,Smart-TV,Grundig,2016-07-13,1,994.0,8822,23,Weiblich,Langenhagen,Online_App,Ja
R88220000,PC-Spiel,Rockstar Games,2016-10-23,1,27.0,8822,23,Weiblich,Langenhagen,Online_App,Ja
R88220000,Kaffeevollautomat,Philips,2016-10-23,1,1669.0,8822,23,Weiblich,Langenhagen,Online_App,Ja
R88240000,Gaming-Laptop,Acer,2016-06-10,1,1711.0,8824,18,Weiblich,Rethem,Online_App,Ja
R88240000,Bluetooth Kopfhörer,Xiaomi,2016-06-10,1,82.79,8824,18,Weiblich,Rethem,Online_App,Nein
R88260000,Kaffeevollautomat,Krups,2016-07-23,1,965.0,8826,47,Weiblich,Bovenden,Store,Nein
R88260000,Film-DVD,,2016-07-23,1,33.59,8826,47,Weiblich,Bovenden,Store,Nein
R88260000,Mikrowelle,Exquisit,2016-07-23,1,384.69,8826,47,Weiblich,Bovenden,Store,Nein
R88280000,Rasierer,Grundig,2016-02-06,1,54.09,8828,44,Weiblich,Garbsen,Online_App,Ja
R88280000,Smart-TV,Siemens,2016-02-06,1,2725.0,8828,44,Weiblich,Garbsen,Online_App,Ja
R88280000,Spiegelreflexkamera,Nikon,2016-02-06,1,1382.09,8828,44,Weiblich,Garbsen,Online_App,Nein
R88280000,Staubsauger,Siemens,2016-02-06,1,98.59,8828,44,Weiblich,Garbsen,Online_App,Nein
R88300001,Wasserkocher,Bosch,2016-01-29,1,55.29,8830,49,Weiblich,Gehrden,Store,Nein
R88300000,Kaffeevollautomat,Siemens,2016-10-16,1,1363.0,8830,49,Weiblich,Gehrden,Store,Nein
R88300002,Wasserkocher,Braun,2016-04-25,1,57.99,8830,49,Weiblich,Gehrden,Store,Ja
R88310000,Rasierer,Panasonic,2016-07-17,1,109.19,8831,43,Weiblich,Nörten-Hardenberg,Store,Nein
R88310000,Spielkonsole,Sony,2016-07-17,1,492.99,8831,43,Weiblich,Nörten-Hardenberg,Store,Nein
R88310000,Wasserkocher,Braun,2016-07-17,1,55.49,8831,43,Weiblich,Nörten-Hardenberg,Store,Nein
R88320000,Gaming-Laptop,Apple,2016-09-07,2,1158.0,8832,65,Männlich,Helmstedt,Online_Desktop,Ja
R88320000,Tablet,Lenovo,2016-09-07,1,419.79,8832,65,Männlich,Helmstedt,Online_Desktop,Nein
R88320000,PC-Spiel,Rockstar Games,2016-09-07,1,39.49,8832,65,Männlich,Helmstedt,Online_Desktop,Ja
R88320000,Digitalkamera,Sony,2016-09-07,1,902.79,8832,65,Männlich,Helmstedt,Online_Desktop,Nein
R88330000,Bügeleisen,Tefal,2016-06-08,1,404.87,8833,28,Weiblich,Bad Sachsa,Online_App,Nein
R88330001,Kaffeemaschine,Bosch,2016-05-01,1,629.49,8833,28,Weiblich,Bad Sachsa,Online_App,Nein
R88330000,Staubsauger,Bosch,2016-06-08,1,230.39,8833,28,Weiblich,Bad Sachsa,Online_App,Nein
R88330001,Bluetooth Lautsprecher,Sony,2016-05-01,1,277.69,8833,28,Weiblich,Bad Sachsa,Online_App,Nein
R88330000,Staubsauger,Siemens,2016-06-08,1,114.99,8833,28,Weiblich,Bad Sachsa,Online_App,Ja
R88340000,Digitalkamera,Panasonic,2016-07-10,1,742.79,8834,40,Männlich,Hardegsen,Store,Ja
R88340000,Kaffeevollautomat,Melitta,2016-07-10,1,1893.39,8834,40,Männlich,Hardegsen,Store,Nein
R88340000,Drucker,Philips,2016-07-10,1,154.99,8834,40,Männlich,Hardegsen,Store,Ja
R88340000,Tablet,Lenovo,2016-07-10,1,477.79,8834,40,Männlich,Hardegsen,Store,Ja
R88340000,Kühlschrank,Grundig,2016-07-10,1,709.59,8834,40,Männlich,Hardegsen,Store,Ja
R88340000,Staubsauger,Samsung,2016-07-10,1,366.69,8834,40,Männlich,Hardegsen,Store,Nein
R88340000,Film-DVD,,2016-07-10,1,43.0,8834,40,Männlich,Hardegsen,Store,Ja
R88340000,Spiegelreflexkamera,Panasonic,2016-07-10,1,457.99,8834,40,Männlich,Hardegsen,Store,Ja
R88360002,Spielkonsole,Microsoft,2016-09-15,1,598.99,8836,30,Männlich,Schwarmstedt,Online_App,Nein
R88360001,Wasserkocher,Philips,2016-01-20,1,64.29,8836,30,Männlich,Schwarmstedt,Online_App,Nein
R88360000,Wasserkocher,Braun,2016-02-19,1,57.49,8836,30,Männlich,Schwarmstedt,Online_App,Ja
R88360000,In-Ear Kopfhörer,Sony,2016-02-19,1,120.09,8836,30,Männlich,Schwarmstedt,Online_App,Nein
R88360002,Film-DVD,,2016-09-15,1,33.59,8836,30,Männlich,Schwarmstedt,Online_App,Nein
R88360001,Convertible Laptop,Microsoft,2016-01-20,1,1059.0,8836,30,Männlich,Schwarmstedt,Online_App,Nein
R88360000,Kühlschrank,Sharp,2016-02-19,1,865.19,8836,30,Männlich,Schwarmstedt,Online_App,Nein
R88370001,Wasserkocher,Philips,2016-03-22,1,58.99,8837,66,Weiblich,Hodenhagen,Store,Nein
R88370000,In-Ear Kopfhörer,Sony,2016-12-15,1,64.89,8837,66,Weiblich,Hodenhagen,Online_Desktop,Nein
R88370001,Spiegelreflexkamera,Panasonic,2016-03-22,1,511.79,8837,66,Weiblich,Hodenhagen,Store,Nein
R88370002,Waschmaschine,LG,2016-05-18,1,451.0,8837,66,Weiblich,Hodenhagen,Online_Desktop,Ja
R88370001,PC-Spiel,Konami,2016-03-22,1,27.29,8837,66,Weiblich,Hodenhagen,Store,Ja
R88370002,Tablet,Lenovo,2016-05-18,2,501.39,8837,66,Weiblich,Hodenhagen,Online_Desktop,Nein
R88380000,Massagegerät,Lacamax,2016-11-03,1,1558.49,8838,54,Männlich,Woltershausen,Online_App,Nein
R88380002,Kaffeemaschine,Bosch,2016-03-23,2,61.29,8838,54,Männlich,Woltershausen,Store,Nein
R88380001,Drucker,Epson,2016-12-12,1,205.02,8838,54,Männlich,Woltershausen,Store,Ja
R88380000,Spielkonsole,Sony,2016-11-03,1,527.99,8838,54,Männlich,Woltershausen,Online_App,Nein
R88390000,Toaster,Braun,2016-05-01,1,28.59,8839,38,Weiblich,Wedemark,Online_App,Nein
R88390000,Tablet,HP,2016-05-01,1,555.79,8839,38,Weiblich,Wedemark,Online_App,Nein
R88390000,Waschmaschine,LG,2016-05-01,1,753.0,8839,38,Weiblich,Wedemark,Online_App,Ja
R88390000,Business-Laptop,HP,2016-05-01,1,1151.0,8839,38,Weiblich,Wedemark,Online_App,Ja
R88390000,Convertible Laptop,Microsoft,2016-05-01,1,1093.99,8839,38,Weiblich,Wedemark,Online_App,Ja
R88400002,Business-Laptop,Dell,2016-09-13,1,1845.0,8840,54,Weiblich,Ebergötzen,Store,Ja
R88400001,USB-Stick,Sandisk,2016-06-19,1,12.29,8840,54,Weiblich,Ebergötzen,Store,Nein
R88400000,Digitalkamera,Sony,2016-06-13,2,241.79,8840,54,Weiblich,Ebergötzen,Online_Desktop,Nein
R88400003,Film-DVD,,2016-06-29,1,23.0,8840,54,Weiblich,Ebergötzen,Online_Desktop,Nein
R88400003,Drucker,Canon,2016-06-29,1,168.99,8840,54,Weiblich,Ebergötzen,Online_Desktop,Ja
R88400000,Kühlschrank,Sharp,2016-06-13,1,537.49,8840,54,Weiblich,Ebergötzen,Online_Desktop,Nein
R88400000,Elektrische Zahnbürste,Oral-B,2016-06-13,1,62.29,8840,54,Weiblich,Ebergötzen,Online_Desktop,Ja
R88410000,Bügeleisen,Braun,2016-10-12,1,258.17,8841,24,Männlich,Eldingen,Online_Desktop,Ja
R88410000,Smart-TV,Grundig,2016-10-12,1,1596.0,8841,24,Männlich,Eldingen,Online_Desktop,Nein
R88410000,Smartphone,Apple,2016-10-12,1,522.09,8841,24,Männlich,Eldingen,Online_Desktop,Nein
R88420001,Kaffeevollautomat,Krups,2016-11-29,1,1031.99,8842,52,Männlich,Stadthagen,Online_App,Nein
R88420001,Drucker,Canon,2016-11-29,1,233.7,8842,52,Männlich,Stadthagen,Online_App,Ja
R88420000,Haarföhn,Dyson,2016-10-11,1,70.89,8842,52,Männlich,Stadthagen,Online_App,Nein
R88420000,Waschmaschine,Bosch,2016-10-11,2,972.79,8842,52,Männlich,Stadthagen,Online_App,Ja
R88420001,Wasserkocher,Bosch,2016-11-29,1,70.09,8842,52,Männlich,Stadthagen,Online_App,Ja
R88430000,Drucker,Philips,2016-01-25,1,159.15,8843,63,Männlich,Peine,Online_Desktop,Ja
R88430001,Bluetooth Kopfhörer,Apple,2016-11-30,3,165.39,8843,63,Männlich,Peine,Store,Nein
R88430003,Digitalkamera,Canon,2016-08-17,1,253.79,8843,63,Männlich,Peine,Store,Nein
R88430000,Digitalkamera,Panasonic,2016-01-25,1,476.89,8843,63,Männlich,Peine,Online_Desktop,Nein
R88430004,Wasserkocher,Philips,2016-12-14,1,49.89,8843,63,Männlich,Peine,Store,Nein
R88430000,Digitalkamera,Panasonic,2016-01-25,1,81.59,8843,63,Männlich,Peine,Online_Desktop,Ja
R88430001,Digitalkamera,Canon,2016-11-30,1,122.79,8843,63,Männlich,Peine,Store,Ja
R88430000,WLAN-Router,TP-Link,2016-01-25,1,586.0,8843,63,Männlich,Peine,Online_Desktop,Nein
R88430002,Kaffeevollautomat,Melitta,2016-09-12,1,2290.49,8843,63,Männlich,Peine,Online_App,Nein
R88430002,Toaster,Philips,2016-09-12,1,43.09,8843,63,Männlich,Peine,Online_App,Nein
R88430003,Wasserkocher,Braun,2016-08-17,1,42.39,8843,63,Männlich,Peine,Store,Ja
R88430003,Bügeleisen,Philips,2016-08-17,1,739.27,8843,63,Männlich,Peine,Store,Ja
R88430002,Toaster,Braun,2016-09-12,1,29.89,8843,63,Männlich,Peine,Online_App,Nein
R88440000,Staubsauger,Philips,2016-12-08,1,284.79,8844,31,Männlich,Grasleben,Online_App,Ja
R88440000,Tablet,Xiaomi,2016-12-08,1,394.99,8844,31,Männlich,Grasleben,Online_App,Nein
R88440000,PC-Spiel,Ubisoft,2016-12-08,1,33.0,8844,31,Männlich,Grasleben,Online_App,Nein
R88440000,PC-Spiel,EA,2016-12-08,1,34.0,8844,31,Männlich,Grasleben,Online_App,Ja
R88450000,Kaffeevollautomat,Siemens,2016-03-13,1,1675.99,8845,51,Männlich,Clausthal-Zellerfeld,Online_App,Nein
R88450000,Bluetooth Kopfhörer,Beats,2016-03-13,1,630.09,8845,51,Männlich,Clausthal-Zellerfeld,Online_App,Ja
R88450001,USB-Stick,Samsung,2016-03-21,1,5.99,8845,51,Männlich,Clausthal-Zellerfeld,Online_App,Nein
R88450001,Tablet,Lenovo,2016-03-21,1,374.0,8845,51,Männlich,Clausthal-Zellerfeld,Online_App,Nein
R88450000,Digitalkamera,Panasonic,2016-03-13,1,818.79,8845,51,Männlich,Clausthal-Zellerfeld,Online_App,Ja
R88450000,Tablet,Asus,2016-03-13,1,609.39,8845,51,Männlich,Clausthal-Zellerfeld,Online_App,Nein
R88450000,Kabel,,2016-03-13,1,62.98,8845,51,Männlich,Clausthal-Zellerfeld,Online_App,Nein
R88450000,Bügeleisen,Philips,2016-03-13,1,524.66,8845,51,Männlich,Clausthal-Zellerfeld,Online_App,Nein
R88450001,Wasserkocher,Bosch,2016-03-21,1,31.29,8845,51,Männlich,Clausthal-Zellerfeld,Online_App,Nein
R88460000,Kühlschrank,Exquisit,2016-03-23,1,201.29,8846,56,Weiblich,Celle,Online_App,Nein
R88460000,Gaming-Laptop,Acer,2016-03-23,1,1216.0,8846,56,Weiblich,Celle,Online_App,Nein
R88470000,Smartphone,Sony,2016-06-30,1,2493.09,8847,56,Weiblich,Springe,Online_App,Nein
R88470000,PC-Spiel,Microsoft,2016-06-30,1,34.0,8847,56,Weiblich,Springe,Online_App,Nein
R88470000,USB-Stick,Sandisk,2016-06-30,2,25.49,8847,56,Weiblich,Springe,Online_App,Nein
R88470000,Smart-TV,Panasonic,2016-06-30,1,2443.0,8847,56,Weiblich,Springe,Online_App,Nein
R88480000,Rasierer,Panasonic,2016-07-28,1,84.99,8848,48,Weiblich,Bad Harzburg,Online_App,Ja
R88480000,Staubsauger,Dyson,2016-07-28,1,97.99,8848,48,Weiblich,Bad Harzburg,Online_App,Nein
R88480000,Kabel,,2016-07-28,1,114.03,8848,48,Weiblich,Bad Harzburg,Online_App,Ja
R88480000,Spiegelreflexkamera,Canon,2016-07-28,1,452.29,8848,48,Weiblich,Bad Harzburg,Online_App,Nein
R88490000,Smartphone,Huawei,2016-10-02,1,441.69,8849,24,Weiblich,Lutter,Online_Desktop,Ja
R88490001,PC-Spiel,Rockstar Games,2016-10-26,1,27.0,8849,24,Weiblich,Lutter,Store,Nein
R88500000,Tablet,Xiaomi,2016-11-23,1,148.49,8850,54,Weiblich,Northeim,Online_App,Nein
R88500000,Bügeleisen,Braun,2016-11-23,1,530.74,8850,54,Weiblich,Northeim,Online_App,Ja
R88510000,Staubsauger,Philips,2016-12-20,1,282.09,8851,67,Weiblich,Walsrode,Online_App,Ja
R88520001,Kaffeevollautomat,Krups,2016-08-11,1,1587.99,8852,23,Weiblich,Moringen,Online_App,Ja
R88520000,Haarföhn,Dyson,2016-03-04,2,310.89,8852,23,Weiblich,Moringen,Store,Nein
R88520000,Staubsauger,Dyson,2016-03-04,1,308.49,8852,23,Weiblich,Moringen,Store,Nein
R88520001,USB-Stick,Philips,2016-08-11,1,13.29,8852,23,Weiblich,Moringen,Online_App,Ja
R88520000,Staubsauger,Siemens,2016-03-04,1,295.39,8852,23,Weiblich,Moringen,Store,Nein
R88530000,Bluetooth Lautsprecher,Sony,2016-08-25,1,169.69,8853,44,Männlich,Elze,Online_App,Ja
R88530001,Digitalkamera,Panasonic,2016-03-12,1,439.79,8853,44,Männlich,Elze,Online_App,Nein
R88530000,Bügeleisen,Braun,2016-08-25,1,565.93,8853,44,Männlich,Elze,Online_App,Nein
R88530000,Convertible Laptop,Apple,2016-08-25,1,818.0,8853,44,Männlich,Elze,Online_App,Nein
R88530000,Film-DVD,,2016-08-25,1,40.39,8853,44,Männlich,Elze,Online_App,Ja
R88530000,Elektrische Zahnbürste,Oral-B,2016-08-25,1,60.89,8853,44,Männlich,Elze,Online_App,Nein
R88540002,Toaster,Philips,2016-08-25,1,74.79,8854,23,Männlich,Burgdorf,Online_App,Nein
R88540003,Toaster,Braun,2016-04-09,1,28.99,8854,23,Männlich,Burgdorf,Online_App,Nein
R88540002,Gaming-Laptop,HP,2016-08-25,1,1261.49,8854,23,Männlich,Burgdorf,Online_App,Ja
R88540003,PC-Spiel,Ubisoft,2016-04-09,1,34.0,8854,23,Männlich,Burgdorf,Online_App,Nein
R88540000,Bluetooth Lautsprecher,Sony,2016-10-16,1,398.09,8854,23,Männlich,Burgdorf,Online_App,Nein
R88540001,Tablet,HP,2016-01-16,2,468.49,8854,23,Männlich,Burgdorf,Online_App,Ja
R88550000,Tablet,Lenovo,2016-08-10,1,270.29,8855,66,Weiblich,Munster,Online_Desktop,Nein
R88550000,Business-Laptop,HP,2016-08-10,1,1911.0,8855,66,Weiblich,Munster,Online_Desktop,Ja
R88550000,Kaffeevollautomat,Melitta,2016-08-10,1,2398.59,8855,66,Weiblich,Munster,Online_Desktop,Ja
R88550000,Haarföhn,Panasonic,2016-08-10,2,177.09,8855,66,Weiblich,Munster,Online_Desktop,Ja
R88550001,Digitalkamera,Panasonic,2016-04-10,1,752.39,8855,66,Weiblich,Munster,Online_Desktop,Nein
R88570000,Massagegerät,Lacamax,2016-02-18,1,2225.59,8857,24,Männlich,Munster,Online_Desktop,Nein
R88570000,Massagegerät,Beurer,2016-02-18,1,1575.39,8857,24,Männlich,Munster,Online_Desktop,Ja
R88570000,Kaffeemaschine,Melitta,2016-02-18,1,329.09,8857,24,Männlich,Munster,Online_Desktop,Nein
R88570000,Toaster,Krups,2016-02-18,1,73.49,8857,24,Männlich,Munster,Online_Desktop,Ja
R88570000,Wasserkocher,Philips,2016-02-18,1,44.19,8857,24,Männlich,Munster,Online_Desktop,Ja
R88570000,Smartphone,Xiaomi,2016-02-18,1,804.99,8857,24,Männlich,Munster,Online_Desktop,Nein
R88570000,Toaster,Philips,2016-02-18,1,67.19,8857,24,Männlich,Munster,Online_Desktop,Nein
R88570000,Kabel,,2016-02-18,1,46.19,8857,24,Männlich,Munster,Online_Desktop,Nein
R88580000,Rasierer,Braun,2016-05-30,1,149.59,8858,22,Männlich,Syke,Online_App,Ja
R88580000,PC-Spiel,Microsoft,2016-05-30,1,33.0,8858,22,Männlich,Syke,Online_App,Ja
R88580001,Tablet,Acer,2016-03-22,2,420.0,8858,22,Männlich,Syke,Online_App,Nein
R88580001,Massagegerät,Beurer,2016-03-22,1,959.49,8858,22,Männlich,Syke,Online_App,Nein
R88580001,Mikrowelle,Panasonic,2016-03-22,1,329.69,8858,22,Männlich,Syke,Online_App,Ja
R88580001,PC-Spiel,Microsoft,2016-03-22,1,28.79,8858,22,Männlich,Syke,Online_App,Nein
R88590001,Smart-TV,LG,2016-04-23,1,1886.39,8859,46,Weiblich,Bockenem,Online_App,Nein
R88590000,In-Ear Kopfhörer,Xiaomi,2016-05-13,2,42.79,8859,46,Weiblich,Bockenem,Store,Nein
R88590000,Drucker,Canon,2016-05-13,1,145.13,8859,46,Weiblich,Bockenem,Store,Nein
R88590000,Kühlschrank,Grundig,2016-05-13,1,220.69,8859,46,Weiblich,Bockenem,Store,Nein
R88590000,Spielkonsole,Nintendo,2016-05-13,1,594.99,8859,46,Weiblich,Bockenem,Store,Nein
R88600001,Kabel,,2016-07-19,1,35.04,8860,33,Männlich,Bad Lauterberg,Online_Desktop,Nein
R88600000,Bügeleisen,Philips,2016-09-30,1,144.83,8860,33,Männlich,Bad Lauterberg,Online_App,Nein
R88600000,Elektrische Zahnbürste,Philips,2016-09-30,1,81.99,8860,33,Männlich,Bad Lauterberg,Online_App,Nein
R88600001,Spiegelreflexkamera,Panasonic,2016-07-19,1,1087.49,8860,33,Männlich,Bad Lauterberg,Online_Desktop,Nein
R88600001,Bluetooth Kopfhörer,Philips,2016-07-19,1,677.09,8860,33,Männlich,Bad Lauterberg,Online_Desktop,Ja
R88600000,USB-Stick,Samsung,2016-09-30,1,44.79,8860,33,Männlich,Bad Lauterberg,Online_App,Nein
R88610000,Spielkonsole,Nintendo,2016-11-12,1,412.99,8861,27,Weiblich,Stadthagen,Online_Desktop,Nein
R88610001,Batterien,Duracel,2016-12-19,1,5.99,8861,27,Weiblich,Stadthagen,Online_Desktop,Ja
R88610000,Spielkonsole,Nintendo,2016-11-12,1,449.99,8861,27,Weiblich,Stadthagen,Online_Desktop,Ja
R88610001,Convertible Laptop,Apple,2016-12-19,1,1336.39,8861,27,Weiblich,Stadthagen,Online_Desktop,Nein
R88610002,Rasierer,Philips,2016-10-09,1,118.59,8861,27,Weiblich,Stadthagen,Online_App,Ja
R88610002,Waschmaschine,Siemens,2016-10-09,1,556.49,8861,27,Weiblich,Stadthagen,Online_App,Nein
R88630000,Spielkonsole,Microsoft,2016-01-09,1,469.99,8863,63,Männlich,Goslar,Store,Ja
R88630000,Smart-TV,Panasonic,2016-01-09,1,2282.0,8863,63,Männlich,Goslar,Store,Nein
R88630000,Massagegerät,Beurer,2016-01-09,1,2552.49,8863,63,Männlich,Goslar,Store,Ja
R88630000,Film-DVD,,2016-01-09,1,23.39,8863,63,Männlich,Goslar,Store,Ja
R88630000,Bluetooth Lautsprecher,Sony,2016-01-09,2,265.09,8863,63,Männlich,Goslar,Store,Nein
R88640000,Kaffeemaschine,Bosch,2016-01-22,2,193.59,8864,30,Weiblich,Bad Pyrmont,Online_App,Ja
R88640000,Smartphone,Apple,2016-01-22,1,913.19,8864,30,Weiblich,Bad Pyrmont,Online_App,Ja
R88640000,Digitalkamera,Canon,2016-01-22,3,362.19,8864,30,Weiblich,Bad Pyrmont,Online_App,Nein
R88640000,Smartphone,Apple,2016-01-22,1,393.09,8864,30,Weiblich,Bad Pyrmont,Online_App,Ja
R88640000,Kaffeemaschine,Braun,2016-01-22,1,52.09,8864,30,Weiblich,Bad Pyrmont,Online_App,Nein
R88650000,Tablet,Apple,2016-11-02,1,399.0,8865,21,Weiblich,Steinhude,Store,Ja
R88650000,WLAN-Router,TP-Link,2016-11-02,1,260.19,8865,21,Weiblich,Steinhude,Store,Ja
R88650000,Convertible Laptop,LG,2016-11-02,1,952.0,8865,21,Weiblich,Steinhude,Store,Nein
R88650000,Bluetooth Lautsprecher,Sony,2016-11-02,1,624.49,8865,21,Weiblich,Steinhude,Store,Nein
R88650000,Batterien,Panasonic,2016-11-02,1,17.99,8865,21,Weiblich,Steinhude,Store,Nein
R88650000,Kaffeevollautomat,Siemens,2016-11-02,1,2352.0,8865,21,Weiblich,Steinhude,Store,Nein
R88650000,Smartphone,Samsung,2016-11-02,1,930.79,8865,21,Weiblich,Steinhude,Store,Nein
R88650000,Bügeleisen,Tefal,2016-11-02,1,244.97,8865,21,Weiblich,Steinhude,Store,Nein
R88660000,Smart-TV,Panasonic,2016-07-31,1,2723.0,8866,61,Weiblich,Bad Münder,Online_Desktop,Ja
R88660001,Toaster,Bosch,2016-06-25,1,46.59,8866,61,Weiblich,Bad Münder,Online_Desktop,Ja
R88670000,Rasierer,Philips,2016-05-18,1,75.89,8867,30,Männlich,Uetze,Online_App,Nein
R88670000,Spielkonsole,Microsoft,2016-05-18,1,482.0,8867,30,Männlich,Uetze,Online_App,Nein
R88680000,Massagegerät,Beurer,2016-08-20,1,504.39,8868,21,Männlich,Bruchhausen-Vilsen,Online_App,Nein
R88680000,Elektrische Zahnbürste,Philips,2016-08-20,1,51.89,8868,21,Männlich,Bruchhausen-Vilsen,Online_App,Ja
R88680001,Massagegerät,Lacamax,2016-02-04,1,1270.09,8868,21,Männlich,Bruchhausen-Vilsen,Online_App,Nein
R88680001,Staubsauger,Philips,2016-02-04,1,455.19,8868,21,Männlich,Bruchhausen-Vilsen,Online_App,Nein
R88680000,Bluetooth Lautsprecher,Sony,2016-08-20,1,156.99,8868,21,Männlich,Bruchhausen-Vilsen,Online_App,Ja
R88680001,Spielkonsole,Sony,2016-02-04,1,605.0,8868,21,Männlich,Bruchhausen-Vilsen,Online_App,Nein
R88680000,Smartphone,Xiaomi,2016-08-20,1,670.99,8868,21,Männlich,Bruchhausen-Vilsen,Online_App,Ja
R88690000,Wasserkocher,Braun,2016-04-19,1,31.39,8869,59,Männlich,Bovenden,Store,Ja
R88690001,Film-DVD,,2016-11-06,1,23.39,8869,59,Männlich,Bovenden,Online_Desktop,Ja
R88690002,Mikrowelle,Siemens,2016-08-08,2,406.49,8869,59,Männlich,Bovenden,Online_Desktop,Nein
R88690000,Kaffeevollautomat,Krups,2016-04-19,1,1525.0,8869,59,Männlich,Bovenden,Store,Ja
R88690003,Toaster,Bosch,2016-06-05,1,28.99,8869,59,Männlich,Bovenden,Online_Desktop,Nein
R88700001,Toaster,Philips,2016-05-19,1,60.39,8870,48,Weiblich,Wolfenbüttel,Store,Nein
R88700001,Spielkonsole,Nintendo,2016-05-19,1,479.0,8870,48,Weiblich,Wolfenbüttel,Store,Nein
R88700000,Bluetooth Kopfhörer,Xiaomi,2016-01-29,1,196.59,8870,48,Weiblich,Wolfenbüttel,Online_App,Ja
R88700001,Kaffeemaschine,Melitta,2016-05-19,1,538.49,8870,48,Weiblich,Wolfenbüttel,Store,Nein
R88700000,Tablet,Asus,2016-01-29,1,289.0,8870,48,Weiblich,Wolfenbüttel,Online_App,Nein
R88710000,Kaffeemaschine,Melitta,2016-12-31,1,79.89,8871,22,Weiblich,Bad Harzburg,Online_App,Ja
R88710000,USB-Stick,Philips,2016-12-31,1,32.49,8871,22,Weiblich,Bad Harzburg,Online_App,Ja
R88710001,Tablet,Asus,2016-06-12,1,406.0,8871,22,Weiblich,Bad Harzburg,Online_Desktop,Nein
R88710000,Kaffeemaschine,Braun,2016-12-31,1,397.59,8871,22,Weiblich,Bad Harzburg,Online_App,Nein
R88710000,Drucker,Canon,2016-12-31,1,132.42,8871,22,Weiblich,Bad Harzburg,Online_App,Ja
R88720000,Smartphone,Xiaomi,2016-05-15,1,1114.29,8872,54,Männlich,Ilsede,Store,Nein
R88720000,Film-DVD,,2016-05-15,1,39.19,8872,54,Männlich,Ilsede,Store,Nein
R88720001,Mikrowelle,Panasonic,2016-06-23,1,328.69,8872,54,Männlich,Ilsede,Online_App,Nein
R88720001,Spielkonsole,Nintendo,2016-06-23,1,470.99,8872,54,Männlich,Ilsede,Online_App,Ja
R88720000,Smartphone,Apple,2016-05-15,1,262.49,8872,54,Männlich,Ilsede,Store,Nein
R88730000,Spielkonsole,Nintendo,2016-01-26,1,487.99,8873,69,Weiblich,Ebergötzen,Online_Desktop,Ja
R88730000,Convertible Laptop,Acer,2016-01-26,1,870.19,8873,69,Weiblich,Ebergötzen,Online_Desktop,Nein
R88730000,Rasierer,Grundig,2016-01-26,1,59.79,8873,69,Weiblich,Ebergötzen,Online_Desktop,Ja
R88730000,Digitalkamera,Sony,2016-01-26,1,70.29,8873,69,Weiblich,Ebergötzen,Online_Desktop,Nein
R88740001,Film-DVD,,2016-02-23,1,18.19,8874,35,Männlich,Rethem,Online_Desktop,Nein
R88740000,Tablet,HP,2016-03-14,1,318.0,8874,35,Männlich,Rethem,Online_Desktop,Nein
R88740000,Rasierer,Grundig,2016-03-14,1,246.79,8874,35,Männlich,Rethem,Online_Desktop,Nein
